transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN00251,U00251,33,Other,3.01,5.55,2.41,1.22,6.13,295,147,3.66,Low,Yes,Moderate,1
TXN00252,U00252,29,Other,11.65,2.55,6.17,2.68,3.0,202,172,12.49,Low,No,Severe,1
TXN00253,U00253,28,Male,4.57,5.83,5.17,5.61,5.64,182,240,7.11,Medium,No,Severe,1
TXN00254,U00254,23,Female,9.56,5.72,5.39,2.65,7.37,235,73,10.52,Medium,Yes,Moderate,1
TXN00255,U00255,22,Female,5.98,0.93,1.39,2.26,7.36,42,178,8.3,Medium,No,,0
TXN00256,U00256,24,Female,5.25,0.87,1.83,1.09,3.71,153,152,7.58,Low,No,Mild,0
TXN00257,U00257,29,Male,7.91,1.06,3.52,5.25,5.83,265,122,8.82,Low,Yes,Moderate,1
TXN00258,U00258,28,Other,5.35,1.08,2.17,5.38,4.42,74,180,8.2,Low,No,Mild,0
TXN00259,U00259,18,Female,6.88,4.09,4.83,2.89,3.0,209,142,9.82,Medium,No,Severe,1
TXN00260,U00260,25,Male,3.86,2.66,2.2,3.2,4.75,20,124,4.58,High,No,,0
TXN00261,U00261,18,Other,4.86,4.01,5.51,3.1,3.42,290,166,6.54,High,No,Moderate,1
TXN00262,U00262,35,Other,6.49,2.54,2.33,1.53,3.9,167,159,7.65,Medium,Yes,Mild,0
TXN00263,U00263,21,Other,3.77,2.39,2.97,5.84,6.35,196,55,6.37,High,No,Mild,0
TXN00264,U00264,25,Female,7.29,0.93,4.41,4.43,5.96,285,172,9.79,High,Yes,Mild,0
TXN00265,U00265,23,Female,11.54,1.42,3.25,1.56,3.0,145,201,12.54,High,Yes,Severe,1
TXN00266,U00266,20,Female,3.78,3.56,2.21,5.21,6.84,243,18,6.25,High,No,,0
TXN00267,U00267,22,Female,4.33,3.73,3.83,5.67,7.86,199,65,6.79,High,No,Mild,0
TXN00268,U00268,30,Female,8.89,3.65,4.29,1.45,3.91,283,245,11.09,Medium,Yes,Severe,1
TXN00269,U00269,25,Male,3.44,3.11,1.07,2.55,6.02,223,92,4.72,Medium,Yes,,0
TXN00270,U00270,27,Other,11.77,2.94,5.7,1.98,3.98,290,112,12.74,Low,No,Severe,1
TXN00271,U00271,29,Male,10.39,3.33,2.24,2.21,5.18,124,199,13.09,Low,Yes,Moderate,1
TXN00272,U00272,19,Male,5.25,3.01,3.67,4.38,5.73,230,133,7.01,High,Yes,,0
TXN00273,U00273,29,Male,7.4,2.95,5.44,3.11,5.38,178,106,9.99,Medium,Yes,Moderate,1
TXN00274,U00274,30,Female,3.45,5.2,4.72,1.68,3.9,147,117,4.62,Medium,Yes,Moderate,1
TXN00275,U00275,22,Female,8.83,3.81,2.43,1.89,5.72,203,254,10.02,Medium,No,Severe,1
TXN00276,U00276,24,Other,7.2,4.22,5.7,2.68,3.0,255,185,9.1,High,No,Severe,1
TXN00277,U00277,21,Other,7.34,2.35,1.91,2.29,4.95,222,116,8.31,High,Yes,Mild,0
TXN00278,U00278,30,Female,8.94,4.24,4.49,4.1,7.39,156,172,10.45,High,Yes,Moderate,1
TXN00279,U00279,25,Male,9.18,4.01,4.3,5.67,3.71,201,133,11.78,High,Yes,Severe,1
TXN00280,U00280,33,Other,4.15,1.92,3.23,4.7,5.32,194,100,6.29,Low,No,,0
TXN00281,U00281,27,Male,6.78,5.38,3.89,3.72,4.19,155,210,7.41,High,Yes,Severe,1
TXN00282,U00282,34,Male,4.08,4.24,4.52,2.77,6.02,163,125,7.06,Medium,No,Severe,1
TXN00283,U00283,28,Male,10.76,1.49,1.92,2.33,7.34,170,227,11.41,Medium,No,Moderate,1
TXN00284,U00284,23,Other,7.41,4.7,1.95,3.88,5.75,193,174,10.32,Medium,Yes,Moderate,1
TXN00285,U00285,24,Female,9.58,5.73,5.97,4.66,4.49,129,91,11.65,Low,Yes,Severe,1
TXN00286,U00286,22,Other,3.92,3.27,2.02,0.86,3.91,129,156,6.24,High,No,Mild,0
TXN00287,U00287,22,Other,6.08,5.46,3.04,1.54,7.17,297,168,6.63,Low,Yes,Moderate,1
TXN00288,U00288,18,Other,8.31,1.43,3.07,4.08,3.07,314,228,9.45,High,Yes,Moderate,1
TXN00289,U00289,21,Female,8.88,0.61,4.36,2.79,4.61,230,129,10.57,Low,Yes,Moderate,1
TXN00290,U00290,31,Male,8.95,4.14,3.48,3.83,3.0,337,116,10.73,High,Yes,Severe,1
TXN00291,U00291,21,Other,7.48,3.85,3.91,5.07,8.08,146,144,8.72,Low,No,Mild,0
TXN00292,U00292,33,Female,5.98,0.52,2.69,5.49,8.26,191,141,6.85,Low,Yes,,0
TXN00293,U00293,25,Other,7.11,5.88,3.46,0.78,5.76,348,100,9.74,Medium,No,Severe,1
TXN00294,U00294,21,Female,3.85,4.67,1.78,5.19,5.89,133,149,5.24,Medium,No,Moderate,1
TXN00295,U00295,28,Male,4.65,2.7,3.85,2.0,6.24,237,137,7.15,High,Yes,,0
TXN00296,U00296,19,Other,11.83,5.14,2.01,5.51,5.07,235,177,12.78,Medium,No,Moderate,1
TXN00297,U00297,22,Other,7.35,3.18,5.15,2.92,3.19,257,145,7.88,High,Yes,Moderate,1
TXN00298,U00298,34,Other,9.19,3.9,3.33,4.5,5.07,259,229,10.65,High,Yes,Moderate,1
TXN00299,U00299,23,Other,7.55,3.08,2.78,1.41,7.08,137,101,8.88,Medium,Yes,Mild,0
TXN00300,U00300,30,Male,6.63,1.79,2.64,4.91,5.72,274,167,8.25,Low,No,Mild,0
TXN00301,U00301,30,Female,6.71,3.56,1.6,1.0,5.62,248,228,7.97,High,Yes,Moderate,1
TXN00302,U00302,29,Male,10.43,4.99,4.98,2.33,6.35,243,186,12.72,Medium,No,Moderate,1
TXN00303,U00303,25,Other,3.02,2.45,2.53,4.9,6.96,115,42,3.63,Low,No,,0
TXN00304,U00304,31,Other,3.96,3.86,0.75,5.62,6.27,137,63,6.25,Low,No,,0
TXN00305,U00305,21,Other,9.95,2.98,5.03,5.76,3.0,252,91,11.78,Low,No,Severe,1
TXN00306,U00306,23,Female,9.23,1.46,4.86,1.07,5.86,245,147,10.99,Medium,No,Moderate,1
TXN00307,U00307,30,Male,11.67,5.84,3.41,1.23,4.76,269,196,12.92,High,No,Moderate,1
TXN00308,U00308,24,Female,8.62,2.1,2.98,4.2,7.32,256,110,10.38,High,No,Moderate,1
TXN00309,U00309,35,Male,7.32,3.64,3.47,2.8,7.07,270,176,8.53,Medium,Yes,Mild,0
TXN00310,U00310,30,Other,4.31,4.19,2.4,4.63,3.62,163,129,5.18,Low,No,Moderate,1
TXN00311,U00311,19,Female,6.23,2.99,3.26,4.22,6.23,112,205,8.13,Low,No,Mild,0
TXN00312,U00312,30,Other,6.75,4.83,5.14,5.81,3.0,315,154,7.76,Medium,Yes,Severe,1
TXN00313,U00313,35,Male,9.65,1.58,5.3,1.56,4.12,299,109,10.62,Low,Yes,Severe,1
TXN00314,U00314,31,Female,5.51,1.95,1.44,5.15,3.73,174,79,6.11,Medium,Yes,Mild,0
TXN00315,U00315,35,Female,6.22,4.81,2.87,1.71,3.73,107,194,7.12,High,No,Moderate,1
TXN00316,U00316,25,Other,10.95,4.15,2.92,2.11,7.18,248,200,12.64,High,Yes,Moderate,1
TXN00317,U00317,29,Other,7.01,5.47,4.85,3.92,6.42,299,172,8.46,Low,No,Severe,1
TXN00318,U00318,27,Other,3.22,3.34,3.88,3.33,5.99,179,51,4.46,High,Yes,Mild,0
TXN00319,U00319,20,Male,11.53,1.42,5.43,3.46,3.0,106,118,13.71,Low,No,Moderate,1
TXN00320,U00320,35,Male,10.46,5.33,4.57,2.89,6.58,108,104,11.02,High,No,Moderate,1
TXN00321,U00321,20,Female,3.49,4.87,4.63,3.66,3.12,191,194,4.96,High,No,Severe,1
TXN00322,U00322,18,Female,6.51,1.15,0.82,4.46,3.98,245,189,7.12,Low,No,Mild,0
TXN00323,U00323,27,Other,8.46,2.05,6.11,2.6,5.8,132,211,9.35,Low,Yes,Severe,1
TXN00324,U00324,27,Male,11.64,1.29,4.31,5.53,6.48,276,230,13.07,Low,Yes,Moderate,1
TXN00325,U00325,18,Male,8.15,2.67,3.79,0.97,3.85,279,153,9.18,High,Yes,Moderate,1
TXN00326,U00326,25,Other,8.55,1.89,2.86,4.19,4.65,138,230,10.2,High,Yes,Severe,1
TXN00327,U00327,20,Female,5.26,1.59,2.32,5.73,6.11,191,75,6.01,High,Yes,,0
TXN00328,U00328,33,Male,7.06,3.89,2.82,3.71,5.44,183,145,9.96,Low,Yes,Moderate,1
TXN00329,U00329,25,Other,9.41,4.02,3.51,2.48,5.16,209,212,11.07,Medium,No,Severe,1
TXN00330,U00330,21,Male,4.58,3.84,3.37,5.22,5.13,157,65,5.74,High,Yes,,0
TXN00331,U00331,34,Female,8.68,4.97,3.92,4.73,3.86,99,206,9.83,High,No,Moderate,1
TXN00332,U00332,30,Other,5.01,4.75,4.53,2.1,4.99,220,88,6.5,High,Yes,Moderate,1
TXN00333,U00333,23,Male,9.81,1.27,2.24,3.61,5.45,313,102,12.15,Medium,No,Moderate,1
TXN00334,U00334,33,Other,5.09,1.95,0.94,4.18,6.83,222,107,6.56,Medium,Yes,,0
TXN00335,U00335,28,Other,3.93,5.83,4.93,2.0,5.44,273,229,5.86,Medium,No,Severe,1
TXN00336,U00336,20,Female,7.65,2.57,4.43,3.34,5.29,277,128,9.37,Medium,Yes,Mild,0
TXN00337,U00337,23,Female,5.07,3.33,1.12,1.33,5.21,174,45,7.22,Medium,No,,0
TXN00338,U00338,33,Male,7.31,3.75,3.39,2.76,4.8,87,186,9.29,Low,Yes,Mild,0
TXN00339,U00339,23,Female,5.32,1.49,4.63,3.8,6.24,59,112,8.19,Low,No,Mild,0
TXN00340,U00340,23,Other,4.97,2.76,1.37,3.7,7.15,214,170,6.13,High,No,Mild,0
TXN00341,U00341,20,Female,5.07,2.62,0.43,1.61,8.37,149,122,7.64,High,Yes,,0
TXN00342,U00342,19,Female,10.9,3.42,5.41,1.01,5.07,355,244,12.75,Low,No,Severe,1
TXN00343,U00343,19,Male,9.28,2.86,6.15,3.15,5.56,214,240,11.79,High,Yes,Severe,1
TXN00344,U00344,26,Other,7.29,1.78,4.24,2.06,7.65,159,105,8.26,High,Yes,Mild,0
TXN00345,U00345,18,Other,6.38,1.63,4.82,2.75,3.38,199,214,7.51,High,No,Moderate,1
TXN00346,U00346,26,Other,11.93,2.69,3.21,3.54,4.61,170,184,13.83,Medium,No,Severe,1
TXN00347,U00347,29,Other,9.97,2.69,2.15,5.25,3.44,148,179,12.43,Low,Yes,Moderate,1
TXN00348,U00348,30,Other,10.07,4.9,4.86,4.27,3.0,224,252,10.58,Low,Yes,Severe,1
TXN00349,U00349,31,Other,3.79,1.95,1.48,3.85,7.76,122,172,5.93,Medium,Yes,,0
TXN00350,U00350,33,Other,6.95,1.61,3.43,4.92,4.99,63,193,8.73,High,Yes,Mild,0
TXN00351,U00351,19,Other,6.24,4.1,5.5,0.98,4.14,192,155,8.41,Medium,Yes,Moderate,1
TXN00352,U00352,20,Other,11.27,3.52,5.3,3.58,4.72,213,160,12.34,Low,No,Severe,1
TXN00353,U00353,18,Female,5.35,2.74,1.23,0.9,5.02,84,171,8.24,High,No,Mild,0
TXN00354,U00354,33,Other,9.93,4.67,6.24,3.02,4.17,275,97,11.63,Medium,Yes,Severe,1
TXN00355,U00355,25,Male,9.09,1.76,3.66,5.75,4.42,127,157,10.21,Low,No,Severe,1
TXN00356,U00356,35,Female,11.38,3.12,3.01,5.42,4.11,281,113,13.13,Low,Yes,Moderate,1
TXN00357,U00357,24,Other,5.06,5.09,4.95,2.46,6.41,120,85,7.25,High,No,Moderate,1
TXN00358,U00358,19,Male,10.63,2.54,3.66,5.44,6.06,272,160,12.36,High,No,Severe,1
TXN00359,U00359,22,Other,3.49,4.9,4.31,3.47,4.36,225,134,5.13,Low,No,Severe,1
TXN00360,U00360,18,Other,3.11,1.66,3.12,2.29,6.46,121,87,4.98,Low,No,Mild,0
TXN00361,U00361,28,Male,6.29,3.24,1.64,4.35,5.38,273,142,7.49,Low,Yes,Mild,0
TXN00362,U00362,26,Female,10.24,3.55,5.83,1.58,5.7,314,128,11.92,Low,Yes,Severe,1
TXN00363,U00363,22,Male,11.96,5.17,4.47,4.46,5.63,201,154,13.87,High,Yes,Severe,1
TXN00364,U00364,23,Male,3.54,4.98,4.31,3.96,4.12,210,156,4.94,High,No,Severe,1
TXN00365,U00365,31,Other,4.09,5.27,6.25,1.59,4.69,291,227,5.03,Medium,No,Severe,1
TXN00366,U00366,34,Other,7.39,4.55,5.96,2.6,3.39,286,127,10.06,High,No,Severe,1
TXN00367,U00367,30,Female,10.64,0.89,3.05,1.76,3.53,199,158,12.65,Medium,No,Severe,1
TXN00368,U00368,34,Male,11.69,2.78,2.34,0.63,6.17,259,129,14.54,High,Yes,Moderate,1
TXN00369,U00369,30,Other,3.93,0.85,4.31,3.52,3.82,156,174,6.34,Low,Yes,Mild,0
TXN00370,U00370,22,Male,3.76,5.62,3.16,1.76,6.22,203,225,4.58,High,Yes,Moderate,1
TXN00371,U00371,29,Other,10.74,2.29,4.3,5.86,4.53,194,230,12.35,High,Yes,Severe,1
TXN00372,U00372,31,Male,7.71,4.02,3.64,2.41,4.53,331,112,9.31,Medium,No,Severe,1
TXN00373,U00373,27,Male,3.1,3.38,3.83,1.25,4.99,191,42,5.32,Medium,No,Mild,0
TXN00374,U00374,31,Female,10.18,3.78,5.59,3.52,3.0,350,233,11.77,Low,Yes,Severe,1
TXN00375,U00375,25,Male,5.37,2.82,1.76,4.7,7.79,261,109,6.58,High,No,Mild,0
TXN00376,U00376,20,Other,4.64,2.09,2.55,3.9,5.72,179,140,5.61,Low,Yes,,0
TXN00377,U00377,18,Female,4.67,1.06,1.88,4.43,6.97,114,63,5.55,Medium,Yes,Mild,0
TXN00378,U00378,27,Male,10.07,3.24,3.89,4.33,3.0,145,127,10.71,Medium,Yes,Severe,1
TXN00379,U00379,24,Male,11.06,1.88,3.13,0.57,7.29,272,128,12.52,Medium,Yes,Moderate,1
TXN00380,U00380,32,Female,9.62,1.02,4.26,1.65,4.65,169,147,10.52,High,Yes,Moderate,1
TXN00381,U00381,33,Female,8.75,1.59,5.15,5.25,3.88,118,125,10.83,Medium,Yes,Moderate,1
TXN00382,U00382,21,Female,6.56,1.84,4.68,3.7,6.81,231,192,7.45,Low,Yes,Mild,0
TXN00383,U00383,20,Female,9.17,2.36,5.48,4.68,3.17,181,230,10.05,High,Yes,Moderate,1
TXN00384,U00384,25,Female,5.85,3.57,2.58,2.41,8.51,207,64,6.4,Medium,No,,0
TXN00385,U00385,19,Other,7.37,2.91,2.78,4.33,3.75,137,204,8.74,High,No,Moderate,1
TXN00386,U00386,35,Male,4.44,3.42,1.8,5.01,6.94,136,15,6.88,High,No,,0
TXN00387,U00387,29,Female,9.98,1.81,5.28,4.12,4.53,224,138,11.79,Medium,Yes,Severe,1
TXN00388,U00388,31,Male,8.77,1.11,4.49,0.87,5.86,158,135,11.45,Low,Yes,Severe,1
TXN00389,U00389,21,Male,3.29,4.03,3.15,3.19,5.71,241,130,3.91,Low,Yes,Moderate,1
TXN00390,U00390,33,Other,11.36,5.08,4.27,4.01,3.72,315,196,13.92,High,Yes,Severe,1
TXN00391,U00391,19,Other,9.61,5.09,1.91,1.69,5.24,115,124,11.44,Low,Yes,Moderate,1
TXN00392,U00392,23,Male,8.03,3.57,4.58,4.71,5.49,262,182,10.29,Medium,Yes,Moderate,1
TXN00393,U00393,35,Other,6.61,2.36,2.23,5.99,4.89,180,145,8.49,Medium,No,Moderate,1
TXN00394,U00394,31,Male,10.44,2.28,3.36,3.5,3.79,265,155,11.84,Medium,No,Severe,1
TXN00395,U00395,19,Other,11.85,3.78,4.47,5.96,3.46,201,146,12.89,Medium,Yes,Severe,1
TXN00396,U00396,34,Female,8.01,5.59,2.22,0.71,4.5,125,132,9.43,High,Yes,Moderate,1
TXN00397,U00397,27,Male,3.83,2.7,4.47,4.54,6.96,257,163,4.76,High,Yes,Mild,0
TXN00398,U00398,30,Male,3.71,0.81,3.88,2.41,7.38,161,70,6.38,Low,Yes,Mild,0
TXN00399,U00399,27,Male,7.72,2.26,3.06,2.3,6.84,94,52,9.9,Medium,No,Mild,0
TXN00400,U00400,31,Other,5.61,2.67,1.33,0.95,6.27,67,180,7.11,Low,No,Mild,0
TXN00401,U00401,22,Male,9.86,3.15,2.39,2.67,5.47,233,222,12.85,High,Yes,Moderate,1
TXN00402,U00402,26,Female,9.99,2.28,5.3,0.99,5.92,198,158,11.36,Medium,No,Moderate,1
TXN00403,U00403,23,Male,11.89,3.89,5.56,2.93,3.56,101,124,12.89,Medium,Yes,Moderate,1
TXN00404,U00404,19,Male,5.19,3.92,1.39,5.08,4.99,142,68,6.45,Medium,Yes,Mild,0
TXN00405,U00405,35,Male,4.91,3.51,3.8,3.52,6.5,91,44,6.35,High,Yes,Mild,0
TXN00406,U00406,19,Male,5.56,4.84,4.07,0.79,5.85,92,82,7.03,Medium,No,Moderate,1
TXN00407,U00407,27,Male,10.81,4.07,2.52,2.59,7.29,115,145,12.52,High,Yes,Moderate,1
TXN00408,U00408,34,Female,11.7,3.58,4.45,0.72,7.05,168,150,13.42,High,Yes,Moderate,1
TXN00409,U00409,29,Male,6.2,2.16,5.58,5.88,4.14,105,225,7.34,Medium,Yes,Moderate,1
TXN00410,U00410,22,Male,6.08,2.66,2.15,4.51,5.24,263,221,8.76,High,Yes,Moderate,1
TXN00411,U00411,22,Female,6.84,2.22,3.22,2.97,4.29,222,75,8.79,High,Yes,Mild,0
TXN00412,U00412,34,Female,11.19,2.87,5.24,4.74,5.85,234,105,12.48,High,Yes,Moderate,1
TXN00413,U00413,22,Male,9.54,4.71,5.12,2.78,4.75,203,228,12.37,Medium,Yes,Moderate,1
TXN00414,U00414,22,Male,4.66,4.69,4.85,1.97,4.65,184,242,5.74,High,Yes,Severe,1
TXN00415,U00415,33,Male,4.21,5.15,3.48,4.07,3.73,189,190,5.89,Low,Yes,Moderate,1
TXN00416,U00416,31,Female,9.88,0.58,3.48,2.77,5.44,176,142,10.55,Medium,No,Severe,1
TXN00417,U00417,25,Female,6.85,4.77,4.03,5.03,6.14,190,221,9.7,High,Yes,Moderate,1
TXN00418,U00418,32,Female,10.44,0.73,5.58,3.35,4.68,278,75,12.33,High,Yes,Moderate,1
TXN00419,U00419,32,Male,6.58,2.18,4.91,3.04,4.8,246,78,8.8,Low,No,Moderate,1
TXN00420,U00420,34,Female,4.02,4.78,5.35,4.33,3.51,195,147,5.65,Low,No,Moderate,1
TXN00421,U00421,20,Other,5.25,4.3,5.23,4.88,6.13,121,88,6.04,Medium,No,Moderate,1
TXN00422,U00422,30,Male,9.54,5.86,4.05,1.38,5.38,101,108,12.32,High,Yes,Moderate,1
TXN00423,U00423,23,Other,9.92,0.78,2.83,4.52,7.22,163,225,10.87,Low,Yes,Moderate,1
TXN00424,U00424,26,Female,3.11,3.24,2.79,4.94,6.44,181,100,4.15,High,No,Mild,0
TXN00425,U00425,32,Male,3.71,3.8,1.78,3.51,6.49,197,93,4.33,Low,Yes,Mild,0
TXN00426,U00426,22,Other,10.68,4.17,5.75,2.14,6.24,137,117,12.22,Low,Yes,Severe,1
TXN00427,U00427,35,Other,4.6,3.0,3.12,5.62,4.12,131,122,6.02,Medium,Yes,Mild,0
TXN00428,U00428,20,Other,5.64,1.24,2.78,2.01,6.87,154,68,7.88,High,Yes,,0
TXN00429,U00429,34,Male,11.88,3.16,5.15,5.64,6.54,198,199,13.9,Medium,No,Severe,1
TXN00430,U00430,33,Female,7.68,3.98,2.77,1.49,6.44,236,114,10.63,Low,Yes,Mild,0
TXN00431,U00431,21,Other,9.64,1.64,4.06,2.78,3.1,179,208,12.16,Low,Yes,Moderate,1
TXN00432,U00432,27,Male,5.29,0.87,1.2,3.52,7.95,49,100,6.64,High,Yes,,0
TXN00433,U00433,28,Female,10.5,5.57,4.32,3.11,3.0,159,213,11.39,Medium,No,Severe,1
TXN00434,U00434,19,Female,10.52,2.15,4.5,2.24,5.31,143,212,12.73,Medium,Yes,Moderate,1
TXN00435,U00435,18,Female,6.05,2.56,2.94,1.41,6.43,102,192,6.84,Medium,No,Mild,0
TXN00436,U00436,31,Male,3.78,5.32,3.09,5.06,4.26,224,142,4.72,Medium,Yes,Moderate,1
TXN00437,U00437,32,Other,7.55,4.89,5.22,1.35,4.43,213,199,8.83,Medium,Yes,Moderate,1
TXN00438,U00438,22,Female,4.85,0.7,2.35,5.26,4.22,134,51,7.07,High,Yes,Mild,0
TXN00439,U00439,19,Other,3.93,4.71,5.38,0.62,5.51,288,143,5.23,Low,No,Severe,1
TXN00440,U00440,28,Female,9.96,4.19,3.49,1.37,3.0,284,233,11.75,Low,No,Severe,1
TXN00441,U00441,22,Female,11.49,4.92,3.9,1.44,4.3,318,151,13.34,Low,Yes,Moderate,1
TXN00442,U00442,19,Female,3.95,0.8,2.51,1.48,6.38,206,201,6.54,High,No,Mild,0
TXN00443,U00443,28,Female,10.36,4.42,4.28,3.43,7.28,283,184,12.28,Low,No,Moderate,1
TXN00444,U00444,27,Other,9.16,4.41,3.46,1.77,3.91,310,222,10.31,Medium,No,Moderate,1
TXN00445,U00445,28,Other,10.1,5.35,4.21,0.67,4.24,214,212,11.75,Low,No,Severe,1
TXN00446,U00446,22,Other,7.57,2.73,3.66,1.09,6.2,73,117,9.4,Medium,No,Mild,0
TXN00447,U00447,25,Male,7.93,5.86,3.14,2.37,6.56,241,175,10.39,Medium,No,Moderate,1
TXN00448,U00448,20,Female,9.65,4.42,5.75,1.13,4.78,208,232,10.39,Medium,Yes,Severe,1
TXN00449,U00449,20,Other,8.38,4.27,3.99,5.01,4.37,255,80,9.11,Low,Yes,Moderate,1
TXN00450,U00450,22,Other,7.08,2.1,4.06,2.96,3.83,314,146,8.33,High,No,Moderate,1
TXN00451,U00451,29,Other,11.91,3.7,4.05,3.31,6.71,308,140,12.57,High,Yes,Moderate,1
TXN00452,U00452,35,Female,10.39,2.48,5.84,5.26,3.16,304,241,11.88,Medium,No,Severe,1
TXN00453,U00453,31,Male,7.91,4.14,3.5,1.54,4.63,182,171,8.8,High,Yes,Moderate,1
TXN00454,U00454,20,Other,8.84,1.29,5.94,4.12,6.49,159,111,9.68,Medium,No,Severe,1
TXN00455,U00455,23,Female,7.09,2.83,4.88,2.62,3.92,198,219,7.61,Medium,Yes,Moderate,1
TXN00456,U00456,35,Female,8.19,0.68,2.55,3.16,3.76,273,213,11.09,Low,Yes,Severe,1
TXN00457,U00457,34,Female,3.7,5.39,1.95,3.1,6.24,261,84,5.91,High,No,Moderate,1
TXN00458,U00458,35,Male,10.01,3.08,3.65,3.08,6.2,197,155,12.91,Medium,No,Moderate,1
TXN00459,U00459,27,Female,9.54,3.6,2.65,3.1,3.0,138,164,12.06,High,Yes,Severe,1
TXN00460,U00460,20,Other,4.14,0.92,3.14,1.89,7.27,90,80,4.68,Low,Yes,,0
TXN00461,U00461,32,Female,6.33,1.46,3.93,1.8,4.51,190,48,7.69,Low,Yes,Mild,0
TXN00462,U00462,31,Male,9.93,1.81,3.36,4.01,3.85,277,153,10.57,Medium,Yes,Moderate,1
TXN00463,U00463,32,Female,6.59,2.16,3.78,4.64,6.1,152,139,8.28,Low,No,Mild,0
TXN00464,U00464,32,Female,6.44,2.24,3.72,5.76,3.34,226,228,7.82,Medium,No,Moderate,1
TXN00465,U00465,26,Female,10.22,1.9,3.94,3.04,5.94,151,215,12.65,High,No,Moderate,1
TXN00466,U00466,35,Male,3.1,0.55,1.07,2.76,6.06,230,154,4.48,High,No,Mild,0
TXN00467,U00467,19,Female,3.21,1.01,3.75,4.11,8.26,173,178,4.01,Low,Yes,,0
TXN00468,U00468,23,Female,11.06,4.33,3.41,3.07,6.31,288,206,13.87,Medium,No,Severe,1
TXN00469,U00469,23,Other,10.03,2.03,1.85,2.64,7.38,156,132,10.97,Low,No,Moderate,1
TXN00470,U00470,30,Male,4.61,3.21,0.58,4.73,5.48,184,42,7.39,High,No,,0
TXN00471,U00471,20,Male,3.63,4.5,5.51,0.6,4.34,292,253,4.13,Low,No,Severe,1
TXN00472,U00472,28,Female,11.14,3.66,3.66,5.67,5.11,201,168,13.75,Low,Yes,Moderate,1
TXN00473,U00473,33,Other,4.09,3.44,4.77,2.33,5.06,69,201,7.08,High,Yes,Mild,0
TXN00474,U00474,28,Other,3.72,3.03,3.07,4.06,5.29,30,113,5.87,Medium,No,,0
TXN00475,U00475,29,Female,7.38,5.37,4.15,1.54,3.0,131,241,8.48,Medium,Yes,Severe,1
TXN00476,U00476,35,Other,11.68,4.96,5.47,0.59,4.43,176,75,13.19,Low,No,Moderate,1
TXN00477,U00477,25,Male,11.32,0.7,2.17,4.1,5.02,248,76,12.43,High,Yes,Moderate,1
TXN00478,U00478,19,Male,11.14,5.01,1.99,3.86,6.66,106,92,11.93,High,Yes,Moderate,1
TXN00479,U00479,31,Other,6.04,5.1,4.55,2.71,3.44,265,212,7.9,Medium,Yes,Moderate,1
TXN00480,U00480,23,Male,6.02,1.16,1.36,2.78,6.83,196,82,7.62,High,Yes,Mild,0
TXN00481,U00481,30,Male,10.0,0.59,3.55,0.53,3.71,112,216,12.72,Medium,No,Moderate,1
TXN00482,U00482,22,Female,8.76,3.38,4.05,5.66,4.85,134,242,9.71,Medium,Yes,Severe,1
TXN00483,U00483,31,Male,3.04,1.8,1.27,3.42,4.13,147,178,4.81,Medium,Yes,Mild,0
TXN00484,U00484,24,Female,4.01,1.32,3.38,5.51,6.74,60,26,4.65,Medium,No,,0
TXN00485,U00485,26,Male,6.01,4.93,4.63,0.74,6.23,227,110,6.91,Low,No,Moderate,1
TXN00486,U00486,25,Male,9.49,3.76,2.9,1.59,5.95,173,123,11.94,Medium,Yes,Moderate,1
TXN00487,U00487,31,Female,10.83,2.57,2.48,3.09,5.08,317,176,11.69,High,No,Moderate,1
TXN00488,U00488,29,Male,4.23,4.46,4.13,5.87,3.81,122,73,6.46,Low,No,Moderate,1
TXN00489,U00489,32,Female,7.13,1.44,2.17,5.38,6.42,257,203,10.01,Low,Yes,Mild,0
TXN00490,U00490,34,Female,7.4,5.98,4.77,5.1,3.36,311,199,9.74,Low,Yes,Severe,1
TXN00491,U00491,25,Other,11.03,3.75,3.0,3.66,3.0,136,100,14.01,High,Yes,Severe,1
TXN00492,U00492,30,Female,7.31,4.89,4.89,2.99,3.98,232,68,9.54,Medium,Yes,Moderate,1
TXN00493,U00493,27,Male,5.15,5.99,2.46,4.18,3.0,242,236,7.52,Low,No,Severe,1
TXN00494,U00494,30,Female,4.66,5.29,4.11,4.37,3.0,250,83,6.12,High,No,Moderate,1
TXN00495,U00495,31,Male,9.78,4.34,4.85,3.66,3.03,300,110,11.83,Medium,Yes,Severe,1
TXN00496,U00496,21,Male,6.45,3.06,1.76,2.52,5.82,270,82,8.35,Low,Yes,Moderate,1
TXN00497,U00497,35,Male,4.02,3.13,4.56,3.69,8.02,108,97,5.32,Medium,No,Mild,0
TXN00498,U00498,20,Male,6.36,2.99,2.81,5.06,5.82,191,176,9.11,Medium,No,Mild,0
TXN00499,U00499,32,Male,3.79,2.65,0.72,5.77,4.85,62,85,4.57,Low,No,,0
TXN00500,U00500,34,Male,11.57,0.62,4.07,4.25,6.29,246,178,13.12,High,Yes,Severe,1
TXN00501,U00501,20,Female,3.2,4.91,5.74,3.36,3.61,273,177,5.34,Medium,No,Severe,1
